three_character,group,sub_chapter,chapter
L99,Other disorders of skin and subcutaneous tissue in diseases classified elsewhere,Other disorders of the skin and subcutaneous tissue,Diseases of the skin and subcutaneous tissue
M00,Pyogenic arthritis,Arthopathies,Diseases of the musculoskeletal system and connective tissue
M01,Direct infections of joint in infectious and parasitic diseases classified elsewhere,Arthopathies,Diseases of the musculoskeletal system and connective tissue
M02,Reactive arthropathies,Arthopathies,Diseases of the musculoskeletal system and connective tissue
M03,Postinfective and reactive arthropathies in diseases classified elsewhere,Arthopathies,Diseases of the musculoskeletal system and connective tissue
M05,Seropositive rheumatoid arthritis,Arthopathies,Diseases of the musculoskeletal system and connective tissue
M06,Other rheumatoid arthritis,Arthopathies,Diseases of the musculoskeletal system and connective tissue
M07,Psoriatic and enteropathic arthropathies,Arthopathies,Diseases of the musculoskeletal system and connective tissue
M08,Juvenile arthritis,Arthopathies,Diseases of the musculoskeletal system and connective tissue
M09,Juvenile arthritis in diseases classified elsewhere,Arthopathies,Diseases of the musculoskeletal system and connective tissue
M10,Gout,Arthopathies,Diseases of the musculoskeletal system and connective tissue
M11,Other crystal arthropathies,Arthopathies,Diseases of the musculoskeletal system and connective tissue
M12,Other specific arthropathies,Arthopathies,Diseases of the musculoskeletal system and connective tissue
M13,Other arthritis,Arthopathies,Diseases of the musculoskeletal system and connective tissue
M14,Arthropathies in other diseases classified elsewhere,Arthopathies,Diseases of the musculoskeletal system and connective tissue
M15,Polyarthrosis,Arthopathies,Diseases of the musculoskeletal system and connective tissue
M16,Coxarthrosis [arthrosis of hip],Arthopathies,Diseases of the musculoskeletal system and connective tissue
M17,Gonarthrosis [arthrosis of knee],Arthopathies,Diseases of the musculoskeletal system and connective tissue
M18,Arthrosis of first carpometacarpal joint,Arthopathies,Diseases of the musculoskeletal system and connective tissue
M19,Other arthrosis,Arthopathies,Diseases of the musculoskeletal system and connective tissue
M20,Acquired deformities of fingers and toes,Arthopathies,Diseases of the musculoskeletal system and connective tissue
M21,Other acquired deformities of limbs,Arthopathies,Diseases of the musculoskeletal system and connective tissue
M22,Disorders of patella,Arthopathies,Diseases of the musculoskeletal system and connective tissue
M23,Internal derangement of knee,Arthopathies,Diseases of the musculoskeletal system and connective tissue
M24,Other specific joint derangements,Arthopathies,Diseases of the musculoskeletal system and connective tissue
M25,"Other joint disorders, not elsewhere classified",Arthopathies,Diseases of the musculoskeletal system and connective tissue
M30,Polyarteritis nodosa and related conditions,Systemic connective tissue disorders,Diseases of the musculoskeletal system and connective tissue
M31,Other necrotizing vasculopathies,Systemic connective tissue disorders,Diseases of the musculoskeletal system and connective tissue
M32,Systemic lupus erythematosus,Systemic connective tissue disorders,Diseases of the musculoskeletal system and connective tissue
M33,Dermatopolymyositis,Systemic connective tissue disorders,Diseases of the musculoskeletal system and connective tissue
M34,Systemic sclerosis,Systemic connective tissue disorders,Diseases of the musculoskeletal system and connective tissue
M35,Other systemic involvement of connective tissue,Systemic connective tissue disorders,Diseases of the musculoskeletal system and connective tissue
M36,Systemic disorders of connective tissue in diseases classified elsewhere,Systemic connective tissue disorders,Diseases of the musculoskeletal system and connective tissue
M40,Kyphosis and lordosis,Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M41,Scoliosis,Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M42,Spinal osteochondrosis,Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M43,Other deforming dorsopathies,Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M45,Ankylosing spondylitis,Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M46,Other inflammatory spondylopathies,Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M47,Spondylosis,Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M48,Other spondylopathies,Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M49,Spondylopathies in diseases classified elsewhere,Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M50,Cervical disc disorders,Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M51,Other intervertebral disc disorders,Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M53,"Other dorsopathies, not elsewhere classified",Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M54,Dorsalgia,Dorsopathies,Diseases of the musculoskeletal system and connective tissue
M60,Myositis,Soft tissue disorders,Diseases of the musculoskeletal system and connective tissue
M61,Calcification and ossification of muscle,Soft tissue disorders,Diseases of the musculoskeletal system and connective tissue
M62,Other disorders of muscle,Soft tissue disorders,Diseases of the musculoskeletal system and connective tissue
M63,Disorders of muscle in diseases classified elsewhere,Soft tissue disorders,Diseases of the musculoskeletal system and connective tissue
M65,Synovitis and tenosynovitis,Soft tissue disorders,Diseases of the musculoskeletal system and connective tissue
M66,Spontaneous rupture of synovium and tendon,Soft tissue disorders,Diseases of the musculoskeletal system and connective tissue
M67,Other disorders of synovium and tendon,Soft tissue disorders,Diseases of the musculoskeletal system and connective tissue
M68,Disorders of synovium and tendon in diseases classified elsewhere,Soft tissue disorders,Diseases of the musculoskeletal system and connective tissue
M70,"Soft tissue disorders related to use, overuse and pressure",Soft tissue disorders,Diseases of the musculoskeletal system and connective tissue
M71,Other bursopathies,Soft tissue disorders,Diseases of the musculoskeletal system and connective tissue
M72,Fibroblastic disorders,Soft tissue disorders,Diseases of the musculoskeletal system and connective tissue
M73,Soft tissue disorders in diseases classified elsewhere,Soft tissue disorders,Diseases of the musculoskeletal system and connective tissue
M75,Shoulder lesions,Soft tissue disorders,Diseases of the musculoskeletal system and connective tissue
M76,"Enthesopathies of lower limb, excluding foot",Soft tissue disorders,Diseases of the musculoskeletal system and connective tissue
M77,Other enthesopathies,Soft tissue disorders,Diseases of the musculoskeletal system and connective tissue
M79,"Other soft tissue disorders, not elsewhere classified",Soft tissue disorders,Diseases of the musculoskeletal system and connective tissue
M80,Osteoporosis with pathological fracture,Osteopathies and chondropathies,Diseases of the musculoskeletal system and connective tissue
M81,Osteoporosis without pathological fracture,Osteopathies and chondropathies,Diseases of the musculoskeletal system and connective tissue
M82,Osteoporosis in diseases classified elsewhere,Osteopathies and chondropathies,Diseases of the musculoskeletal system and connective tissue
M83,Adult osteomalacia,Osteopathies and chondropathies,Diseases of the musculoskeletal system and connective tissue
M84,Disorders of continuity of bone,Osteopathies and chondropathies,Diseases of the musculoskeletal system and connective tissue
M85,Other disorders of bone density and structure,Osteopathies and chondropathies,Diseases of the musculoskeletal system and connective tissue
M86,Osteomyelitis,Osteopathies and chondropathies,Diseases of the musculoskeletal system and connective tissue
M87,Osteonecrosis,Osteopathies and chondropathies,Diseases of the musculoskeletal system and connective tissue
M88,Paget's disease of bone [osteitis deformans],Osteopathies and chondropathies,Diseases of the musculoskeletal system and connective tissue
M89,Other disorders of bone,Osteopathies and chondropathies,Diseases of the musculoskeletal system and connective tissue
M90,Osteopathies in diseases classified elsewhere,Osteopathies and chondropathies,Diseases of the musculoskeletal system and connective tissue
M91,Juvenile osteochondrosis of hip and pelvis,Osteopathies and chondropathies,Diseases of the musculoskeletal system and connective tissue
M92,Other juvenile osteochondrosis,Osteopathies and chondropathies,Diseases of the musculoskeletal system and connective tissue
M93,Other osteochondropathies,Osteopathies and chondropathies,Diseases of the musculoskeletal system and connective tissue
M94,Other disorders of cartilage,Osteopathies and chondropathies,Diseases of the musculoskeletal system and connective tissue
M95,Other acquired deformities of musculoskeletal system and connective tissue,Other disorders od the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue
M96,"Postprocedural musculoskeletal disorders, not elsewhere classified",Other disorders od the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue
M99,"Biomechanical lesions, not elsewhere classified",Other disorders od the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue
N00,Acute nephritic syndrome,Glomerular diseases,Diseases of the genitourinary system
N01,Rapidly progressive nephritic syndrome,Glomerular diseases,Diseases of the genitourinary system
N02,Recurrent and persistent haematuria,Glomerular diseases,Diseases of the genitourinary system
N03,Chronic nephritic syndrome,Glomerular diseases,Diseases of the genitourinary system
N04,Nephrotic syndrome,Glomerular diseases,Diseases of the genitourinary system
N05,Unspecified nephritic syndrome,Glomerular diseases,Diseases of the genitourinary system
